,channel_email,channel_mobile,channel_social,channel_web,difficulty,duration,least_pay,offer_completed,offer_id,offer_received,offer_type,offer_view,person,reward,time_completed,time_start,time_view,total,time_validity,amount
14804,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,b29a01cc9ffd4954aab1beb1008d840f,5,282.0,168,,5.0,336.0,7.72
14859,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,e53124d8d13c4e1db9a56a08bef4a1b9,2,174.0,168,,5.0,336.0,17.82
14864,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,de4bd936e7454b3ebd2597d68a4a5f54,2,282.0,168,,5.0,336.0,13.43
14874,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,fcbf38029321416f9e0c593b59c8ada7,5,174.0,168,,5.0,336.0,11.3
14891,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,93e2bbb847db4cb7a082b1ecd2568e21,5,168.0,168,,5.0,336.0,20.22
14921,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,1c1d9326ccde4c2e9834f8adc187096e,5,210.0,168,,5.0,336.0,30.34
14931,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,7106cfb2dfd74991ad5b5fbde4707408,2,222.0,168,,5.0,336.0,17.68
14955,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,064c75dd2f664b5f9c1daa3d588d3073,2,270.0,168,,5.0,336.0,11.87
14993,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,a79f46d98c1944db936847503b1eaa29,5,216.0,168,,5.0,408.0,6.4
14996,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,0.0,ab147264895d4aebbb0fcbcde4ce3393,2,186.0,168,,5.0,408.0,11.36
15008,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,654aba7621fe44dd8c498b75c5229b5d,5,180.0,168,,5.0,336.0,6.77
15064,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,71c5266938b8447f88fe1d93d561d523,2,246.0,168,,5.0,336.0,30.12
15087,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,f16dd6ace9f94998bd2a77bb46efd332,5,462.0,168,,5.0,408.0,21.45
15088,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,b330ad2e97ca455badff7121614b225d,2,198.0,168,,5.0,336.0,24.13
15104,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,3f0364013f1d4a45af81f5926222fd50,5,204.0,168,,5.0,336.0,14.19
15139,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,a29afd946ab14351908814ad77499b21,5,336.0,168,,5.0,336.0,42.1
15146,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,f025969500b04e45803332ad0937a26d,2,228.0,168,,5.0,336.0,12.95
15148,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,445142fe73dc423a8f165765d831debb,5,372.0,168,,5.0,408.0,5.44
15206,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,4f4777c7c22648f58098e89a34426e07,5,468.0,168,,5.0,408.0,27.2
15218,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,2eb115563ebe4784986c3af78a41ea79,5,660.0,168,,5.0,336.0,10.14
15221,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,cee27a03210442beb675e76a01c935c4,5,318.0,168,,5.0,336.0,5.58
15226,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,2ba2a88be5b349769ce3d3d411064075,2,240.0,168,,5.0,336.0,12.55
15243,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,6731c03f14924f00b9c7507d9490657c,2,246.0,168,,5.0,336.0,17.28
15262,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,893b57dbbabb48e38e1746b3710cdcff,5,426.0,168,,5.0,336.0,32.58
15276,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,7ba2327c339f4081b2a94293df048b4d,5,210.0,168,,5.0,408.0,31.81
15279,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,9e894ff66aba45bbbe75575a03aeb00e,5,294.0,168,,5.0,408.0,36.89
15301,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,c1c19469f3ad45c7abf9c1da01ee0b7a,5,570.0,168,,5.0,336.0,28.8
15317,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,6f6f3af3a32d49aa9f1303c2c11333e7,2,264.0,168,,5.0,336.0,19.25
15321,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,343a60997ee54bd58cc3601ddcb053ea,5,462.0,168,,5.0,408.0,103.88
15349,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,42f8d287efa7489c9c13f94b2cec5fc5,2,228.0,168,,5.0,336.0,16.26
15354,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,6e0b0d6db74942b49007e6ff4699f32c,5,354.0,168,,5.0,408.0,14.31
15358,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,c89fa9af11d74b4d8cee355d0871bd97,2,216.0,168,,5.0,336.0,11.97
15368,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,e2fd3352911844f0b3bc2965978c2798,5,288.0,168,,5.0,408.0,31.56
15402,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,74763e4ccbf549c6bc1205f4378f5747,5,336.0,168,,5.0,336.0,5.73
15456,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,ff7cb44e72db4112b270560686f97a23,5,282.0,168,,5.0,408.0,12.94
15462,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,62811a87189d467b81a809a886742e85,5,174.0,168,,5.0,408.0,27.24
15475,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,d2f79806cdbc4b68aea25148dcd8d551,5,168.0,168,,5.0,336.0,6.45
15478,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,a25edbd49eee4c5cbdaf2930cefb4634,5,336.0,168,,5.0,408.0,10.21
15542,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,df31a3f6f0804441aba8c5abc392f753,5,228.0,168,,5.0,408.0,92.88
15546,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,cc5ba93c23fe4e4eae16398c03d6825c,5,216.0,168,,5.0,408.0,21.82
15558,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,b8e5c831475c42158d68dda130ea93c7,5,186.0,168,,5.0,336.0,10.57
15571,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,8e92f0cd54c24f87b8405fa73b818529,10,192.0,168,,5.0,336.0,21.77
15576,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,919f3f6565a544d8a06eaef8e6a86d9d,5,282.0,168,,5.0,408.0,29.57
15608,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,46bf4e6285494863808969a127d66138,5,276.0,168,,5.0,336.0,8.1
15650,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,3a87d23281d14467af49851aae1c538a,10,228.0,168,,5.0,336.0,12.51
15668,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,9b4b02ab6a744385ae6007e4c95099cc,5,372.0,168,,5.0,408.0,5.34
15672,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,c10dcc31b83b419d8e577f4edad59600,5,240.0,168,,5.0,408.0,24.12
15704,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,9f53a01bf9874fc98e062a90a04d8504,2,696.0,168,,5.0,336.0,2.16
15706,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,a2506fdc02c544a98f491ac97fa62f88,5,486.0,168,,5.0,336.0,7.6
15729,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,4a737483c1f947d0b06e5b898448b3e8,2,324.0,168,,5.0,336.0,32.34
15754,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,a08eae366ff245f3bcba710e73899db0,5,222.0,168,,5.0,408.0,10.1
15767,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,77789c5386674540b7ba942cdb099467,5,318.0,168,,5.0,408.0,24.9
15779,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,ef5fda2aa1f04f048a62637c22a959bd,2,168.0,168,,5.0,336.0,26.13
15813,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,9c1c85ddf82448e58ef49e6dcd0e59a6,5,240.0,168,,5.0,336.0,6.31
15837,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,db74513485504a02ae8bc01be71e7ae6,5,228.0,168,,5.0,408.0,29.53
15838,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,86b493a2b7554a11aedf51eca0c6b033,2,240.0,168,,5.0,336.0,12.34
15851,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,ceb84b3f2d67491486ddd9c0295c382c,5,276.0,168,,5.0,408.0,26.58
15874,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,46812f3fc07549908327d169eede2c50,2,294.0,168,,5.0,336.0,6.22
15913,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,00d6dc87be4146ceb47fcd4baaaf6477,2,246.0,168,,5.0,336.0,27.63
15926,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,34033bd14aa2441f944909a4906c23c5,5,294.0,168,,5.0,408.0,30.63
15979,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,3db61fc5bd9c415bac6d1a9859707445,2,222.0,168,,5.0,336.0,14.05
15994,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,02efe413dd194069ab58abde38ab5e02,2,174.0,168,,5.0,336.0,17.94
15995,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,79d9d4f86aca4bed9290350fb43817c2,2,192.0,168,,5.0,336.0,7.05
16003,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,a0830fd4ac5240f8a4e8576008b0ebb3,2,258.0,168,,5.0,336.0,2.14
16008,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,4ffeee15f92b482aa4db8427136874b8,5,336.0,168,,5.0,336.0,13.64
16012,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,7c17d1868a3b47fe9326f601a544a59e,5,390.0,168,,5.0,408.0,21.83
16023,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,da609095dc2749919733620125b79a43,10,318.0,168,,5.0,336.0,33.56
16106,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,a3320e68bc214d66abe4ac794cb850ba,5,360.0,168,,5.0,408.0,12.7
16139,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,3a9a78a58d3548798dc4b1b518ea64cf,5,216.0,168,,5.0,336.0,25.96
16161,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,2c4cee9819af47e78a2a9fc5030921a8,10,288.0,168,,5.0,336.0,12.21
16190,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,531085ca92504ea3a06d84fdbfadc7c7,5,306.0,168,,5.0,336.0,7.37
16191,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,f62c31aa3c65443eac8b18800bfb6a8f,5,312.0,168,,5.0,336.0,5.18
16194,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,ccbb447a19e04f7fa7a36dae6991b736,5,192.0,168,,5.0,408.0,26.13
16235,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,ee745c75ef0948a191bd47853f92f3c5,5,264.0,168,,5.0,408.0,21.74
16267,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,2cb270bb65c04a3c8af51fcdb47f3388,5,258.0,168,,5.0,336.0,5.8
16281,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,f83716ec38f44f03804f1263822faa62,5,258.0,168,,5.0,336.0,5.33
16357,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,377b9773bf3945589b144f0feabeccbb,5,390.0,168,,5.0,408.0,5.69
16364,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,f6f6b5fdeee942ff832210ca564605dd,5,174.0,168,,5.0,336.0,21.82
16376,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,47ce5043eeb2422b99445aae29a50e24,5,186.0,168,,5.0,408.0,26.65
16391,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,b5089461bd1a427c8874d5e36d3a2d40,5,198.0,168,,5.0,408.0,21.43
16406,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,ab161e0d82d34061bb2983c17d05eacb,5,312.0,168,,5.0,408.0,26.31
16416,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,32100e4e903741d49b4372c5ec7d8ca9,10,312.0,168,,5.0,336.0,26.54
16454,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,ed79f35c799d4f829f864b86f5eb43f7,10,312.0,168,,5.0,336.0,21.51
16471,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,9ae9bceb0c01429f9db6066566ba92ff,2,324.0,168,,5.0,336.0,12.59
16559,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,c7c7c87a97a04536b8c7f5a5e386935a,5,234.0,168,,5.0,336.0,17.0
16566,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,f8a59176e4a84d2786e0ebb892fb322f,5,342.0,168,,5.0,408.0,10.59
16576,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,90dfdd37a816473ca7fd1fc806c657e2,5,324.0,168,,5.0,336.0,22.83
16581,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,319abe74a62949209cb8a5531f89b3fd,2,534.0,168,,5.0,336.0,2.35
16635,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,29033cded35c48d99cf6ef99f91fad66,2,270.0,168,,5.0,336.0,7.0
16670,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,9f2fdda6613a446582d4c2f51520f344,5,384.0,168,,5.0,408.0,13.77
16692,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,dd2f15d3224349b3a54cbb4a91e89e0c,2,234.0,168,,5.0,336.0,11.08
16700,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,0cc00e05b6be41e78d8385f64ccb5e15,5,216.0,168,,5.0,336.0,26.54
16721,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,10f7af1a6eb943e58c133d1043866c35,5,198.0,168,,5.0,336.0,24.62
16746,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,3149365bc86c4f71ad6c665df05e6f6f,5,222.0,168,,5.0,408.0,23.5
16795,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,257ea016615b44b9ba7caca046d0261a,2,186.0,168,,5.0,336.0,14.78
16802,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,abae13b2df30414990996a157cbffbd6,5,306.0,168,,5.0,408.0,27.1
16844,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,bf836d9e0ff34ac9a38230fe0f5e189f,2,318.0,168,,5.0,336.0,34.33
16865,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,2f9beaaecbd641ff9da53e045b591d33,10,270.0,168,,5.0,336.0,26.06
16870,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,ef5eef96bdae4be1af0e10ea52295ece,10,336.0,168,,5.0,336.0,21.44
16876,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,5be42bf19dd44c9cbb68ef25c1fce9a5,5,234.0,168,,5.0,336.0,28.33
16878,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,0fc637442b954432b13c360af61d4256,2,192.0,168,,5.0,336.0,16.72
16951,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,7055b5fa5f8647618aa14e220b7c6b5c,5,198.0,168,,5.0,336.0,15.0
16983,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,8d501b5bda454c188e837579f8a1c50d,5,558.0,168,,5.0,408.0,25.67
16993,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,ffd53e5ba61d41378b66efc00d9f9682,5,192.0,168,,5.0,336.0,13.53
16995,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,867702310b6f44578ba40450198dfc55,2,294.0,168,,5.0,336.0,28.67
17017,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,0c7ba4aca9f3477ba0d105f3763f5871,5,354.0,168,,5.0,408.0,29.96
17067,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,a509b9395b23477385120b259ffe9e6b,10,606.0,168,,5.0,336.0,32.37
17086,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,599dffb0d78a429383e5603a7c57f027,2,270.0,168,,5.0,336.0,14.58
17091,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,9c9d2659c4ec499288a96dec70fae500,5,246.0,168,,5.0,408.0,24.86
17096,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,f930b6a55d964983b34daa04e80ba3bf,10,276.0,168,,5.0,336.0,18.8
17113,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,1e5d6388b5214fefb090a9a2a4d21983,2,282.0,168,,5.0,336.0,48.2
17137,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,569875718e4e4d5aa05eb9ce7740736b,5,282.0,168,,5.0,408.0,25.6
17157,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,ede5e0e729d2430e8fe1f96a91d480f2,5,186.0,168,,5.0,336.0,25.51
17182,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,8ccbd5f172654e7cb4631a8b8ad03314,2,240.0,168,,5.0,336.0,12.68
17229,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,503caff4d83a40309d1a7877e4a8dda6,5,408.0,168,,5.0,408.0,4.21
17248,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,26597fda4cf64c70961450d5a5f515a3,2,288.0,168,,5.0,336.0,16.67
17271,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,8a9994eaa2164d08a8a21488139b2239,5,354.0,168,,5.0,408.0,12.77
17283,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,71de1f697e3142b685847eabb040440e,5,390.0,168,,5.0,408.0,25.41
17316,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,531720b83d944bceb9f2eb96c590c5a6,2,222.0,168,,5.0,336.0,21.75
17355,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,d57fbb84ef4e412e8cdb25f4fbbfe339,5,540.0,168,,5.0,408.0,26.17
17361,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,db0bffb1c28d416a84f7a224a86bd6de,5,312.0,168,,5.0,408.0,15.28
17365,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,ba019fba03e140e68af890010d357eba,5,336.0,168,,5.0,336.0,24.43
17381,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,0.0,6cc4f71a24d04eca9ea44abfc018f15a,5,180.0,168,,5.0,288.0,5.83
17400,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,aafbcae6db284247b616a2c8951fdc4c,10,168.0,168,,5.0,336.0,26.36
17416,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,fd3505ed43464f8ca88b7b0fc19c94d1,2,240.0,168,,5.0,336.0,5.03
17457,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,b8cdaf04fcf34321b1e10736f616541d,2,186.0,168,,5.0,336.0,14.38
17459,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,de8e05f3a35548be92ea5fd927820b74,5,186.0,168,,5.0,336.0,22.86
17461,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,834a55ab031d486791547c954124bd70,10,204.0,168,,5.0,336.0,20.33
17520,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,0.0,25b6b459f09a4f93841faabcb78a24e5,2,222.0,168,,5.0,408.0,5.22
17545,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,9d79bfae6a7b4bb784a12d12f98bf578,5,192.0,168,,5.0,336.0,26.39
17565,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,53ea5c4a167140e7afbe5afcc56d1107,2,270.0,168,,5.0,336.0,12.62
17570,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,f1bcf3081d46456696400dce6ca36e11,5,198.0,168,,5.0,408.0,23.78
17614,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,48417b7360864a43b62877fc15d17af8,5,342.0,168,,5.0,408.0,16.25
17668,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,4e46337117a043c181b644414d2aa5f7,2,198.0,168,,5.0,336.0,23.52
17736,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,40bbc83401e74e71ace9e09af32c516e,5,408.0,168,,5.0,408.0,9.61
17750,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,d4a7ab8bfb7940479867e911e984505b,2,318.0,168,,5.0,336.0,16.36
17753,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,c86e089ef00b4edbb4382f80fb0d2e77,5,270.0,168,,5.0,408.0,12.36
17828,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,0.0,9a9e4bc03342441890dac077c283f821,10,300.0,168,,5.0,336.0,32.3
17829,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,cf3bd0d77cdc487fb6a46a636b9e36ab,5,228.0,168,,5.0,408.0,20.18
17844,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,0.0,c509fe1f9c464c4881d158f453491d23,2,234.0,168,,5.0,336.0,31.45
17863,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,7f27070d07eb44cb89b9a547074ca343,5,198.0,168,,5.0,336.0,23.46
17915,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,2f10c8022a9342ce8303cca33023c303,5,186.0,168,,5.0,408.0,27.03
17981,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,0.0,a29c214ecfcb403c86b35c13324245c9,5,174.0,168,,5.0,336.0,14.37
18017,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,0.0,53e8bb88915e405db140e25ae136bf1d,5,234.0,168,,5.0,408.0,9.04
